inventory_item_id,inventory_date,location_id,inventory_section,category,row_type,quantity,unit_original,unit_normalized,normalization_status,normalization_reason,normalization_confidence,item_text_id,source_translation_full,condition_normalized,condition_original,reading_status,evidence_status,review_status,source_document_id,source_paragraph_index,image_verified,notes
INV-0308,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,peti berisi obat-obatan,1 peti berisi obat-obatan.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1209,not_checked,
INV-0309,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,19,,stux,,,,botol porselen berbentuk persegi,19 botol porselen berbentuk persegi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1211,not_checked,
INV-0310,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,44,,stux,,,,wadah salep dalam berbagai ukuran atau jenis,44 wadah salep dalam berbagai ukuran atau jenis;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1212,not_checked,
INV-0311,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,1,,stux,,,,mortar tembaga dengan sebuah penumbuk besi,1 mortar tembaga dengan sebuah penumbuk besi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1213,not_checked,
INV-0312,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,2,,stux,,,,"baskom timah, disebut ganghbecken","2 baskom timah, disebut ganghbecken;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1214,not_checked,
INV-0313,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,1,,stux,,,,"panci tembaga kecil, tidak layak digunakan","1 panci tembaga kecil, tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1215,not_checked,
INV-0314,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,2,,stux,,,,"alat suntik klisma besar dari timah, tidak layak digunakan","2 alat suntik klisma besar dari timah, tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1216,not_checked,
INV-0315,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,3,,stux,,,,"alat suntik klisma kecil dari timah, tidak layak digunakan","3 alat suntik klisma kecil dari timah, tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1217,not_checked,
INV-0316,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,2,,stux,,,,"neraca kecil beserta anak timbangannya, tidak layak digunakan","2 neraca kecil beserta anak timbangannya, tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1218,not_checked,
INV-0317,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,10,,stux,,,,[botol atau wadah] porselen,10 [botol atau wadah] porselen;,,,unresolved,,,DOC-INVENTORY-1682-01-04,1219,not_checked,
INV-0318,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,10,,stux,,,,botol porselen kecil berbentuk bulat,10 botol porselen kecil berbentuk bulat;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1220,not_checked,
INV-0319,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,1,,stux,,,,sitbanck [bacaannya belum pasti],1 sitbanck [bacaannya belum pasti];,,,unresolved,,,DOC-INVENTORY-1682-01-04,1221,not_checked,
INV-0320,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,1,,stux,,,,"kursi berlengan atau kursi dengan penyangga, beugelstoel","1 kursi berlengan atau kursi dengan penyangga, beugelstoel;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1222,not_checked,
INV-0321,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,1,,stux,,,,pelana beserta seluruh perlengkapannya,1 pelana beserta seluruh perlengkapannya;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1223,not_checked,
INV-0322,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,2,,pair,,,,"pasang pistol beserta sarungnya, satu pasang tidak layak digunakan","2 pasang pistol beserta sarungnya, satu pasang tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1224,not_checked,
INV-0323,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,2,,stux,,,,lampu malam,2 lampu malam;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1225,not_checked,
INV-0324,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,1,,stux,,,,panci tembaga,1 panci tembaga;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1226,not_checked,
INV-0325,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,1,,stux,,,,baskom cukur dari porselen,1 baskom cukur dari porselen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1227,not_checked,
INV-0326,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,1,,stux,,,,sendok untuk menyiapkan atau memasukkan supositoria,1 sendok untuk menyiapkan atau memasukkan supositoria;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1228,not_checked,
INV-0327,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,1,,stux,,,,neraca kecil dari tembaga beserta seperangkat lengkap anak timbangannya,1 neraca kecil dari tembaga beserta seperangkat lengkap anak timbangannya;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1229,not_checked,
INV-0328,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,1,,stux,,,,alat suntik besar,1 alat suntik besar;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1230,not_checked,
INV-0329,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,1,,stux,,,,alat suntik kecil,1 alat suntik kecil;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1231,not_checked,
INV-0330,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,1,,stux,,,,pisau cukur,1 pisau cukur;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1232,not_checked,
INV-0331,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,3,,stux,,,,lanset,3 lanset;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1233,not_checked,
INV-0332,1682-01-04,L-BENEDEN-PAGGER,Meesterswinckel in de mijns Beneden-Pagger,medical_equipment,inventory_item,3,,stux,,,,cawan kecil untuk minuman atau ramuan obat,3 cawan kecil untuk minuman atau ramuan obat.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1234,not_checked,
INV-0333,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,container_or_parent,6,,stux,,,,"meriam logam, yaitu","6 meriam logam, yaitu:",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1257,not_checked,
INV-0334,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,2,,lb,,,,meriam berkaliber atau berbobot peluru 3 lb,2 meriam berkaliber atau berbobot peluru 3 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1258,not_checked,
INV-0335,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,4,,lb,,,,meriam berkaliber atau berbobot peluru 2 lb,4 meriam berkaliber atau berbobot peluru 2 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1259,not_checked,
INV-0336,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,3,,stux,,,,"sendok meriam dengan tangkai berbentuk ekor babi, satu di antaranya tidak layak digunakan","3 sendok meriam dengan tangkai berbentuk ekor babi, satu di antaranya tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1260,not_checked,
INV-0337,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,5,,stux,,,,pembersih laras beserta alat pendorongnya,5 pembersih laras beserta alat pendorongnya;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1261,not_checked,
INV-0338,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,8,,vat_or_tong,,,,tongkat sumbu,8 tongkat sumbu;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1262,not_checked,
INV-0339,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,1,,stux,,,,"tali atau sumbu mesiu, kruijtgoren","1 tali atau sumbu mesiu, kruijtgoren;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1263,not_checked,
INV-0340,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,2,,stux,,,,"jarum pengorek lubang sulut, saadpriemen","2 jarum pengorek lubang sulut, saadpriemen;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1264,not_checked,
INV-0341,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,160,,stux,,,,butir peluru bulat tajam,160 butir peluru bulat tajam;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1265,not_checked,
INV-0342,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,48,,stux,,,,butir peluru panjang,48 butir peluru panjang;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1266,not_checked,
INV-0343,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,1,,stux,,,,belenggu dengan lima gelang dan satu kunci,1 belenggu dengan lima gelang dan satu kunci;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1267,not_checked,
INV-0344,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,60,,vat_or_tong,,,,kantong peluru kecil atau kantong pecahan timah,60 kantong peluru kecil atau kantong pecahan timah;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1268,not_checked,
INV-0345,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,1,,stux,,,,"jam, kemungkinan jam pasir atau alat pengukur waktu","1 jam, kemungkinan jam pasir atau alat pengukur waktu;",,,unresolved,,,DOC-INVENTORY-1682-01-04,1269,not_checked,
INV-0346,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,8,,stux,,,,"tombak pendek, halve piecken","8 tombak pendek, halve piecken;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1270,not_checked,
INV-0347,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,1,,stux,,,,lampu tambang,1 lampu tambang;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1271,not_checked,
INV-0348,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,container_or_parent,19,,stux,,,,"musket yang layak digunakan, dengan penempatan","19 musket yang layak digunakan, dengan penempatan:",serviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1272,not_checked,
INV-0349,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,15,,stux,,,,di rumah kepala,15 di rumah kepala;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1273,not_checked,
INV-0350,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,3,,stux,,,,di Zuijder-Schacht,3 di Zuijder-Schacht;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1274,not_checked,
INV-0351,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,1,,stux,,,,di Princestolle,1 di Princestolle;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1275,not_checked,
INV-0352,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,19,,stux,,,,bandelier,19 bandelier;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1276,not_checked,
INV-0353,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,60,,stux,,,,kartrid terisi,60 kartrid terisi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1277,not_checked,
INV-0354,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,20,,stux,,,,kartrid kosong,20 kartrid kosong;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1278,not_checked,
INV-0355,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,1,,stux,,,,lonceng logam di lapangan,1 lonceng logam di lapangan;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1279,not_checked,
INV-0356,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,3.25,,vat_or_tong,,,,tong kecil mesiu,3¼ tong kecil mesiu;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1280,not_checked,
INV-0357,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,9,,stux,,,,bessagaijen,9 bessagaijen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1281,not_checked,
INV-0358,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,33,,stux,,,,"ikat sumbu, terdiri atas sumbu Belanda, Benggala, dan sumbu jerami","33 ikat sumbu, terdiri atas sumbu Belanda, Benggala, dan sumbu jerami;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1282,not_checked,
INV-0359,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,container_or_parent,4,,stux,,,,"palu perang, yaitu","4 palu perang, yaitu:",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1283,not_checked,
INV-0360,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,3,,stux,,,,di rumah kepala,3 di rumah kepala;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1284,not_checked,
INV-0361,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,1,,stux,,,,pada Meester Pieter di Beneden-Pagger,1 pada Meester Pieter di Beneden-Pagger;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1285,not_checked,
INV-0362,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,6.5,,stux,,,,"[lembar atau satuan] kulit samak, jucht/leerguijden","6½ [lembar atau satuan] kulit samak, jucht/leerguijden;",,,unresolved,,,DOC-INVENTORY-1682-01-04,1286,not_checked,
INV-0363,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,0.875,,stux,,,,[satuan] kulit sol,⅞ [satuan] kulit sol;,,,unresolved,,,DOC-INVENTORY-1682-01-04,1287,not_checked,
INV-0364,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,78,,lb,,,,lb bruto peluru musket berbagai ukuran dalam sebuah tong kecil,78 lb bruto peluru musket berbagai ukuran dalam sebuah tong kecil;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1288,not_checked,
INV-0365,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,container_or_parent,16,,stux,,,,"pedang berbagai jenis, dengan penempatan","16 pedang berbagai jenis, dengan penempatan:",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1289,not_checked,
INV-0366,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,8,,stux,,,,pada para mandoor,8 pada para mandoor;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1290,not_checked,
INV-0367,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,1,,stux,,,,di Princestolle,1 di Princestolle;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1291,not_checked,
INV-0368,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,3,,stux,,,,di Zuijder-Schacht,3 di Zuijder-Schacht;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1292,not_checked,
INV-0369,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,4,,stux,,,,di rumah kepala,4 di rumah kepala;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1293,not_checked,
INV-0370,1682-01-04,L-SALIDO,Ammunitie van oorlogh,military_inventory,inventory_item,1,,stux,,,,kain terpal yang dilapisi tar,1 kain terpal yang dilapisi tar.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1294,not_checked,
INV-0371,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_mining_tools,inventory_item,12,,stux,,,,kapak,12 kapak;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1313,not_checked,
INV-0372,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_mining_tools,inventory_item,1,,stux,,,,sekop,1 sekop;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1314,not_checked,
INV-0373,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_mining_tools,inventory_item,1,,stux,,,,spade atau perkakas penggali,1 spade atau perkakas penggali;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1315,not_checked,
INV-0374,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_mining_tools,inventory_item,4,,stux,,,,parrings,4 parrings;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1316,not_checked,
INV-0375,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_mining_tools,inventory_item,13,,stux,,,,"cangkul atau beliung, houwelen","13 cangkul atau beliung, houwelen;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1317,not_checked,
INV-0376,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_mining_tools,inventory_item,16,,stux,,,,keilhanen,16 keilhanen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1318,not_checked,
INV-0377,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_mining_tools,inventory_item,1,,stux,,,,"besi penggali Melayu, Maleijts grafijser","1 besi penggali Melayu, Maleijts grafijser;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1319,not_checked,
INV-0378,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_mining_tools,inventory_item,3,,stux,,,,lampu tambang,3 lampu tambang.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1320,not_checked,
INV-0379,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,container_or_parent,5,,stux,,,,"meriam logam, yaitu","5 meriam logam, yaitu:",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1322,not_checked,
INV-0380,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,1,,lb,,,,meriam berkaliber atau berbobot peluru 4 lb,1 meriam berkaliber atau berbobot peluru 4 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1323,not_checked,
INV-0381,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,1,,lb,,,,meriam berkaliber atau berbobot peluru 3 lb,1 meriam berkaliber atau berbobot peluru 3 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1324,not_checked,
INV-0382,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,3,,lb,,,,meriam berkaliber atau berbobot peluru 2 lb,3 meriam berkaliber atau berbobot peluru 2 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1325,not_checked,
INV-0383,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,24,,stux,,,,granat tangan terisi,24 granat tangan terisi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1326,not_checked,
INV-0384,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,3,,stux,,,,musket yang layak digunakan,3 musket yang layak digunakan;,serviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1327,not_checked,
INV-0385,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,1,,stux,,,,bandelier,1 bandelier;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1328,not_checked,
INV-0386,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,2,,stux,,,,"timbangan, satu di antaranya tidak layak digunakan","2 timbangan, satu di antaranya tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1329,not_checked,
INV-0387,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,1,,lb,,,,tong mesiu sebanyak 100 lb,1 tong mesiu sebanyak 100 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1330,not_checked,
INV-0388,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,15,,lb,,,,"lb [bahan] lepas di dalam sebuah tong kecil, nama komoditas terbaca tidak pasti sebagai bawijt","15 lb [bahan] lepas di dalam sebuah tong kecil, nama komoditas terbaca tidak pasti sebagai bawijt;",,,unresolved,,,DOC-INVENTORY-1682-01-04,1331,not_checked,
INV-0389,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,135,,stux,,,,kartrid terisi,135 kartrid terisi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1332,not_checked,
INV-0390,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,9,,vat_or_tong,,,,karung berisi beras di dalam sebuah tong,9 karung berisi beras di dalam sebuah tong;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1333,not_checked,
INV-0391,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,1,,sack,,,,karung berisi kayu,1 karung berisi kayu;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1334,not_checked,
INV-0392,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,1,,stux,,,,pedang Kompeni,1 pedang Kompeni;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1335,not_checked,
INV-0393,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,3,,stux,,,,sendok meriam dengan tangkai ekor babi,3 sendok meriam dengan tangkai ekor babi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1336,not_checked,
INV-0394,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,1,,stux,,,,tangkai ekor babi,1 tangkai ekor babi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1337,not_checked,
INV-0395,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,1,,stux,,,,pembersih laras,1 pembersih laras;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1338,not_checked,
INV-0396,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,1,,stux,,,,tanduk mesiu beserta bor sulut dan jarum lubang sulutnya,1 tanduk mesiu beserta bor sulut dan jarum lubang sulutnya;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1339,not_checked,
INV-0397,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,4,,vat_or_tong,,,,tongkat sumbu,4 tongkat sumbu;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1340,not_checked,
INV-0398,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,1000,,stux,,,,butir peluru musket tajam,1.000 butir peluru musket tajam;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1341,not_checked,
INV-0399,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,101,,stux,,,,butir peluru [bulat?] tajam,101 butir peluru [bulat?] tajam;,,,unresolved,,,DOC-INVENTORY-1682-01-04,1342,not_checked,
INV-0400,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,66,,stux,,,,butir peluru panjang tajam,66 butir peluru panjang tajam;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1343,not_checked,
INV-0401,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,1,,stux,,,,belenggu dengan tiga gelang dan satu kunci,1 belenggu dengan tiga gelang dan satu kunci;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1344,not_checked,
INV-0402,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,1,,stux,,,,jam pasir,1 jam pasir;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1345,not_checked,
INV-0403,1682-01-04,L-BENEDEN-PAGGER,Van Lieutenant Waker overgelevert,transferred_military_inventory,inventory_item,12,,stux,,,,bessagaijen,12 bessagaijen.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1346,not_checked,
