source_passage_id,docx_file,source_document_id,paragraph_index,style,text,review_status,image_verified
SP-00618,enklave-salido.docx,,618,Normal,595 lb,researcher_docx,not_checked
SP-00619,enklave-salido.docx,,619,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00620,enklave-salido.docx,,620,Normal,946 lb bijih,researcher_docx,not_checked
SP-00621,enklave-salido.docx,,621,Normal,Perinciannya konsisten:,researcher_docx,not_checked
SP-00622,enklave-salido.docx,,622,Normal,17 + 334 + 595 = 946 lb,researcher_docx,not_checked
SP-00623,enklave-salido.docx,,623,Normal,Pengujian Johan Hoffman,researcher_docx,not_checked
SP-00624,enklave-salido.docx,,624,Normal,"Setelah diuji oleh Johan Hoffman, menurut perhitungan yang dibuat, kandungan perak dan emasnya tercatat:",researcher_docx,not_checked
SP-00625,enklave-salido.docx,,625,Normal,"11 m:r, 9 l:t, 16 g:r",researcher_docx,not_checked
SP-00626,enklave-salido.docx,,626,Normal,Jika diperhitungkan dalam uang:,researcher_docx,not_checked
SP-00627,enklave-salido.docx,,627,Normal,ƒ518:9:5,researcher_docx,not_checked
SP-00628,enklave-salido.docx,,628,Normal,Pengujian Johan Willem Vogel,researcher_docx,not_checked
SP-00629,enklave-salido.docx,,629,Normal,"Menurut pengujian dan perhitungan Johan Willem Vogel, kandungan perak dan emasnya dalam hasil ekstraksi terbaca:",researcher_docx,not_checked
SP-00630,enklave-salido.docx,,630,Normal,"1 m:r, 14 l:t, 7 g:r",researcher_docx,not_checked
SP-00631,enklave-salido.docx,,631,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00632,enklave-salido.docx,,632,Normal,ƒ621:11:15,researcher_docx,not_checked
SP-00633,enklave-salido.docx,,633,Normal,"Hal tersebut ditunjukkan oleh laporan assay terlampir, Nomor 11.",researcher_docx,not_checked
SP-00634,enklave-salido.docx,,634,Normal,Catatan pembacaan,researcher_docx,not_checked
SP-00635,enklave-salido.docx,,635,Normal,"Angka 1 m:r pada hasil Vogel hampir pasti kehilangan satu digit dalam ekstraksi. Nilai ƒ621:11:15 tidak mungkin sebanding dengan hanya 1 mark 14 lood 7 grein, sedangkan pengujian Hoffman memberikan 11 mark 9 lood 16 grein senilai ƒ518:9:5. Bentuk aslinya mungkin 11, 12, atau angka lain, tetapi tidak boleh dipastikan tanpa citra manuskrip.",researcher_docx,not_checked
SP-00637,enklave-salido.docx,,637,Normal,"Pada tanggal 13 April, melalui banyaknya peledakan pada strosse di dalam Princestolle, ditemukan aliran air yang besar.",researcher_docx,not_checked
SP-00638,enklave-salido.docx,,638,Normal,Air tersebut berasal dari schacht yang ke arahnya stolle tersebut sedang digerakkan.,researcher_docx,not_checked
SP-00639,enklave-salido.docx,,639,Normal,Bijih yang dihasilkan,researcher_docx,not_checked
SP-00640,enklave-salido.docx,,640,Normal,"Pada pekan tersebut, dari Oude Mijne diserahkan:",researcher_docx,not_checked
SP-00641,enklave-salido.docx,,641,Normal,bijih jenis pertama: 39 lb;,researcher_docx,not_checked
SP-00642,enklave-salido.docx,,642,Normal,bijih jenis kedua: 424 lb.,researcher_docx,not_checked
SP-00643,enklave-salido.docx,,643,Normal,Jumlah Oude Mijne:,researcher_docx,not_checked
SP-00644,enklave-salido.docx,,644,Normal,463 lb,researcher_docx,not_checked
SP-00645,enklave-salido.docx,,645,Normal,Dari Suijderwerck:,researcher_docx,not_checked
SP-00646,enklave-salido.docx,,646,Normal,519 lb,researcher_docx,not_checked
SP-00647,enklave-salido.docx,,647,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00648,enklave-salido.docx,,648,Normal,982 lb bijih,researcher_docx,not_checked
SP-00649,enklave-salido.docx,,649,Normal,Perinciannya konsisten:,researcher_docx,not_checked
SP-00650,enklave-salido.docx,,650,Normal,39 + 424 + 519 = 982 lb,researcher_docx,not_checked
SP-00651,enklave-salido.docx,,651,Normal,Jumlah pekerjaan,researcher_docx,not_checked
SP-00652,enklave-salido.docx,,652,Normal,Di dalam pekan tersebut dilakukan:,researcher_docx,not_checked
SP-00653,enklave-salido.docx,,653,Normal,di Oude Mijne: 160 schoten;,researcher_docx,not_checked
SP-00654,enklave-salido.docx,,654,Normal,di Suijderwerck: 46 schoten;,researcher_docx,not_checked
SP-00655,enklave-salido.docx,,655,Normal,di Princestolle: 26 schoten.,researcher_docx,not_checked
SP-00656,enklave-salido.docx,,656,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00657,enklave-salido.docx,,657,Normal,232 schoten,researcher_docx,not_checked
SP-00658,enklave-salido.docx,,658,Normal,Perinciannya konsisten:,researcher_docx,not_checked
SP-00659,enklave-salido.docx,,659,Normal,160 + 46 + 26 = 232 schoten,researcher_docx,not_checked
SP-00660,enklave-salido.docx,,660,Normal,Pengujian Johan Hoffman,researcher_docx,not_checked
SP-00661,enklave-salido.docx,,661,Normal,"Sebanyak 982 pon bijih tersebut, berdasarkan perhitungan Johan Hoffman, mengandung emas dan perak sebanyak:",researcher_docx,not_checked
SP-00662,enklave-salido.docx,,662,Normal,"12 m:r, 7 l:t, [grein tidak dicantumkan]",researcher_docx,not_checked
SP-00663,enklave-salido.docx,,663,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00664,enklave-salido.docx,,664,Normal,ƒ726:17:5,researcher_docx,not_checked
SP-00665,enklave-salido.docx,,665,Normal,Pengujian Johan Willem Vogel,researcher_docx,not_checked
SP-00666,enklave-salido.docx,,666,Normal,"Menurut perhitungan Johan Willem Vogel, kandungan perak dan emasnya berjumlah:",researcher_docx,not_checked
SP-00667,enklave-salido.docx,,667,Normal,"12 m:r, 8 l:t, [grein tidak dicantumkan]",researcher_docx,not_checked
SP-00668,enklave-salido.docx,,668,Normal,Jika diperhitungkan dalam uang:,researcher_docx,not_checked
SP-00669,enklave-salido.docx,,669,Normal,ƒ692:18:2,researcher_docx,not_checked
SP-00670,enklave-salido.docx,,670,Normal,"Hal tersebut ditunjukkan oleh laporan assay terlampir, Nomor 12.",researcher_docx,not_checked
SP-00671,enklave-salido.docx,,671,Normal,"Selama tanggal 19 sampai 25 April, dilakukan:",researcher_docx,not_checked
SP-00672,enklave-salido.docx,,672,Normal,di Oude Mijne: 162 schoten;,researcher_docx,not_checked
SP-00673,enklave-salido.docx,,673,Normal,di Suijderwerck: 36 schoten;,researcher_docx,not_checked
SP-00674,enklave-salido.docx,,674,Normal,di Princestolle: 24 schoten.,researcher_docx,not_checked
SP-00675,enklave-salido.docx,,675,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00676,enklave-salido.docx,,676,Normal,222 schoten,researcher_docx,not_checked
SP-00677,enklave-salido.docx,,677,Normal,Perinciannya konsisten:,researcher_docx,not_checked
SP-00678,enklave-salido.docx,,678,Normal,162 + 36 + 24 = 222 schoten,researcher_docx,not_checked
SP-00679,enklave-salido.docx,,679,Normal,Bijih yang dihasilkan,researcher_docx,not_checked
SP-00680,enklave-salido.docx,,680,Normal,Dari Oude Mijne telah diserahkan:,researcher_docx,not_checked
SP-00681,enklave-salido.docx,,681,Normal,bijih jenis pertama: 35 lb;,researcher_docx,not_checked
SP-00682,enklave-salido.docx,,682,Normal,bijih jenis kedua: 607 lb.,researcher_docx,not_checked
SP-00683,enklave-salido.docx,,683,Normal,Dari Suijderwerck:,researcher_docx,not_checked
SP-00684,enklave-salido.docx,,684,Normal,507 lb,researcher_docx,not_checked
SP-00685,enklave-salido.docx,,685,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00686,enklave-salido.docx,,686,Normal,1.149 lb bijih,researcher_docx,not_checked
SP-00687,enklave-salido.docx,,687,Normal,Perinciannya konsisten:,researcher_docx,not_checked
SP-00688,enklave-salido.docx,,688,Normal,35 + 607 + 507 = 1.149 lb,researcher_docx,not_checked
SP-00689,enklave-salido.docx,,689,Normal,Pengujian Johan Hoffman,researcher_docx,not_checked
SP-00690,enklave-salido.docx,,690,Normal,"Setelah diuji Johan Hoffman, kandungan perak dan emasnya menurut perhitungan yang dibuat berjumlah:",researcher_docx,not_checked
SP-00691,enklave-salido.docx,,691,Normal,"13 m:r, 13 l:t, 0 g:r",researcher_docx,not_checked
SP-00692,enklave-salido.docx,,692,Normal,Jika diperhitungkan dalam uang:,researcher_docx,not_checked
SP-00693,enklave-salido.docx,,693,Normal,ƒ629:14:11,researcher_docx,not_checked
SP-00694,enklave-salido.docx,,694,Normal,Pengujian Johan Willem Vogel,researcher_docx,not_checked
SP-00695,enklave-salido.docx,,695,Normal,"Menurut pengujian dan perhitungan Johan Willem Vogel, kandungan perak dan emasnya berjumlah:",researcher_docx,not_checked
SP-00696,enklave-salido.docx,,696,Normal,"13 m:r, 11 l:t, [grein tidak terbaca]",researcher_docx,not_checked
SP-00697,enklave-salido.docx,,697,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00698,enklave-salido.docx,,698,Normal,ƒ623:17:5,researcher_docx,not_checked
SP-00699,enklave-salido.docx,,699,Normal,"Hal tersebut ditunjukkan oleh laporan assay terlampir, Nomor 13.",researcher_docx,not_checked
SP-00701,enklave-salido.docx,,701,Normal,Jumlah schoten,researcher_docx,not_checked
SP-00702,enklave-salido.docx,,702,Normal,"Sejak dimulainya kembali pekerjaan sampai tanggal 25 April, telah dilakukan:",researcher_docx,not_checked
SP-00703,enklave-salido.docx,,703,Normal,"di Oude Mijne, dihitung sejak 18 Februari sampai 25 April: 1.565 schoten;",researcher_docx,not_checked
SP-00704,enklave-salido.docx,,704,Normal,"di Suijderwerck, dihitung sejak awal Januari sampai 25 April: 490 schoten;",researcher_docx,not_checked
SP-00705,enklave-salido.docx,,705,Normal,di Princestolle: 406 schoten.,researcher_docx,not_checked
SP-00706,enklave-salido.docx,,706,Normal,Teks mencatat jumlah keseluruhan:,researcher_docx,not_checked
SP-00707,enklave-salido.docx,,707,Normal,2.961 schoten,researcher_docx,not_checked
SP-00708,enklave-salido.docx,,708,Normal,"Namun, penjumlahan ketiga angka yang tersedia menghasilkan:",researcher_docx,not_checked
SP-00709,enklave-salido.docx,,709,Normal,1.565 + 490 + 406 = 2.461 schoten,researcher_docx,not_checked
SP-00710,enklave-salido.docx,,710,Normal,"Dengan demikian, terdapat selisih:",researcher_docx,not_checked
SP-00711,enklave-salido.docx,,711,Normal,500 schoten,researcher_docx,not_checked
SP-00712,enklave-salido.docx,,712,Normal,"Angka 2.961 atau salah satu angka komponennya kemungkinan mengalami kesalahan pembacaan. Karena hasil ekstraksi secara eksplisit memberikan Somma 2961 schooten, total tersebut tetap dipertahankan sebagai bacaan naskah sementara, tetapi tidak boleh dianggap terverifikasi sebelum dibandingkan dengan citra.",researcher_docx,not_checked
SP-00713,enklave-salido.docx,,713,Normal,Produksi bijih,researcher_docx,not_checked
SP-00714,enklave-salido.docx,,714,Normal,Bijih yang diserahkan dari Oude Mijne sejak 18 Februari sampai 25 April terdiri atas:,researcher_docx,not_checked
SP-00715,enklave-salido.docx,,715,Normal,bijih jenis pertama: 457 lb;,researcher_docx,not_checked
SP-00716,enklave-salido.docx,,716,Normal,bijih jenis kedua: 3.869 lb.,researcher_docx,not_checked
SP-00717,enklave-salido.docx,,717,Normal,Jumlah Oude Mijne:,researcher_docx,not_checked
SP-00718,enklave-salido.docx,,718,Normal,4.326 lb,researcher_docx,not_checked
SP-00719,enklave-salido.docx,,719,Normal,"Dari Suijderwerck, sejak awal Januari sampai 25 April:",researcher_docx,not_checked
SP-00720,enklave-salido.docx,,720,Normal,6.845 lb,researcher_docx,not_checked
SP-00721,enklave-salido.docx,,721,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00722,enklave-salido.docx,,722,Normal,11.171 lb bijih,researcher_docx,not_checked
SP-00723,enklave-salido.docx,,723,Normal,Seluruh perhitungan berat ini konsisten:,researcher_docx,not_checked
SP-00724,enklave-salido.docx,,724,Normal,457 + 3.869 = 4.326 lb,researcher_docx,not_checked
SP-00725,enklave-salido.docx,,725,Normal,dan:,researcher_docx,not_checked
SP-00726,enklave-salido.docx,,726,Normal,4.326 + 6.845 = 11.171 lb,researcher_docx,not_checked
SP-00728,enklave-salido.docx,,728,Normal,Pengujian Johan Hoffman,researcher_docx,not_checked
SP-00729,enklave-salido.docx,,729,Normal,"Sebanyak 11.171 pon bijih tersebut, berdasarkan perhitungan Johan Hoffman, mengandung perak dan emas sebanyak:",researcher_docx,not_checked
SP-00730,enklave-salido.docx,,730,Normal,"151 m:r, 9 l:t, 17 g:r",researcher_docx,not_checked
SP-00731,enklave-salido.docx,,731,Normal,Jika diperhitungkan dalam uang:,researcher_docx,not_checked
SP-00732,enklave-salido.docx,,732,Normal,ƒ6.416:17:6,researcher_docx,not_checked
SP-00733,enklave-salido.docx,,733,Normal,Pengujian Johan Willem Vogel,researcher_docx,not_checked
SP-00734,enklave-salido.docx,,734,Normal,"Menurut pengujian dan perhitungan Johan Willem Vogel, kandungan perak dan emasnya berjumlah:",researcher_docx,not_checked
SP-00735,enklave-salido.docx,,735,Normal,"149 m:r, 14 l:t, 11 g:r",researcher_docx,not_checked
SP-00736,enklave-salido.docx,,736,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00737,enklave-salido.docx,,737,Normal,ƒ6.378:14:4,researcher_docx,not_checked
SP-00738,enklave-salido.docx,,738,Normal,Hal tersebut ditunjukkan oleh laporan-laporan assay yang telah disebutkan di atas.,researcher_docx,not_checked
SP-00739,enklave-salido.docx,,739,Normal,Perbedaan kedua hasil pengujian,researcher_docx,not_checked
SP-00740,enklave-salido.docx,,740,Normal,Perbedaan kandungan menurut kedua penguji adalah:,researcher_docx,not_checked
SP-00741,enklave-salido.docx,,741,Normal,Hoffman: 151 m:r 9 l:t 17 g:r,researcher_docx,not_checked
SP-00742,enklave-salido.docx,,742,Normal,Vogel: 149 m:r 14 l:t 11 g:r,researcher_docx,not_checked
SP-00743,enklave-salido.docx,,743,Normal,Perbedaan nilai uangnya:,researcher_docx,not_checked
SP-00744,enklave-salido.docx,,744,Normal,ƒ38:3:2,researcher_docx,not_checked
SP-00745,enklave-salido.docx,,745,Normal,"Dengan demikian, untuk akumulasi 11.171 pon bijih, nilai Hoffman masih lebih tinggi daripada nilai Vogel.",researcher_docx,not_checked
SP-00747,enklave-salido.docx,,747,Normal,Bersama dokumen ini dikirimkan dengan kapal Velsen:,researcher_docx,not_checked
SP-00748,enklave-salido.docx,,748,Normal,32 vaten erts,researcher_docx,not_checked
SP-00749,enklave-salido.docx,,749,Normal,atau:,researcher_docx,not_checked
SP-00750,enklave-salido.docx,,750,Normal,32 tong bijih,researcher_docx,not_checked
SP-00751,enklave-salido.docx,,751,Normal,Bijih tersebut merupakan hasil yang diproduksi dari Suijderwerck selama masa pengelolaan saya dan memiliki berat bersih:,researcher_docx,not_checked
SP-00752,enklave-salido.docx,,752,Normal,6.574 lb,researcher_docx,not_checked
SP-00753,enklave-salido.docx,,753,Normal,Pengujian umum Johan Hoffman,researcher_docx,not_checked
SP-00754,enklave-salido.docx,,754,Normal,"Menurut pengujian umum dan perhitungan Johan Hoffman, kandungan perak murni dan emasnya berjumlah:",researcher_docx,not_checked
SP-00755,enklave-salido.docx,,755,Normal,"104 m:r, 12 l:t, 6 g:r",researcher_docx,not_checked
SP-00756,enklave-salido.docx,,756,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00757,enklave-salido.docx,,757,Normal,ƒ5.330:6:3,researcher_docx,not_checked
SP-00758,enklave-salido.docx,,758,Normal,Pengujian umum Johan Willem Vogel,researcher_docx,not_checked
SP-00759,enklave-salido.docx,,759,Normal,"Menurut pengujian umum dan perhitungan Johan Willem Vogel, kandungan perak murni dan emasnya berjumlah:",researcher_docx,not_checked
SP-00760,enklave-salido.docx,,760,Normal,"106 m:r, 13 l:t, 3 g:r",researcher_docx,not_checked
SP-00761,enklave-salido.docx,,761,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00762,enklave-salido.docx,,762,Normal,ƒ5.381:16:4,researcher_docx,not_checked
SP-00763,enklave-salido.docx,,763,Normal,"Hal tersebut ditunjukkan oleh laporan assay terlampir, Nomor 14.",researcher_docx,not_checked
SP-00764,enklave-salido.docx,,764,Normal,Perbedaan penting,researcher_docx,not_checked
SP-00765,enklave-salido.docx,,765,Normal,"Untuk akumulasi bijih sebelumnya, hasil Hoffman umumnya lebih tinggi daripada Vogel. Namun, pada pengujian umum atas 32 tong atau 6.574 pon bijih, hasil Vogel justru lebih tinggi:",researcher_docx,not_checked
SP-00766,enklave-salido.docx,,766,Normal,Hoffman: ƒ5.330:6:3,researcher_docx,not_checked
SP-00767,enklave-salido.docx,,767,Normal,Vogel: ƒ5.381:16:4,researcher_docx,not_checked
SP-00768,enklave-salido.docx,,768,Normal,Selisihnya:,researcher_docx,not_checked
SP-00769,enklave-salido.docx,,769,Normal,ƒ51:10:1,researcher_docx,not_checked
SP-00770,enklave-salido.docx,,770,Normal,"Dalam pengujian umum ini, nilai Vogel lebih tinggi sebesar ƒ51:10:1.",researcher_docx,not_checked
SP-00772,enklave-salido.docx,,772,Normal,"Selain 32 tong bijih tersebut, masih terdapat beberapa tong yang telah diserahkan pada saat pemeriksaan awal tambang, dengan berat bersih:",researcher_docx,not_checked
SP-00773,enklave-salido.docx,,773,Normal,1.319 lb,researcher_docx,not_checked
SP-00774,enklave-salido.docx,,774,Normal,Teks kemudian berbunyi:,researcher_docx,not_checked
SP-00775,enklave-salido.docx,,775,Normal,sulx bedraagt ...,researcher_docx,not_checked
SP-00776,enklave-salido.docx,,776,Normal,"Sebanyak 1.319 pon bijih yang disebutkan pada bagian sebelumnya, menurut laporan pengujian umum yang dibuat oleh Johan Hoffman, mengandung emas dan perak murni sebanyak:",researcher_docx,not_checked
SP-00777,enklave-salido.docx,,777,Normal,"16 mark, 2 lood, dan 14 grein",researcher_docx,not_checked
SP-00778,enklave-salido.docx,,778,Normal,"Jika diperhitungkan dalam uang, nilainya mencapai:",researcher_docx,not_checked
SP-00779,enklave-salido.docx,,779,Normal,ƒ966:18:12,researcher_docx,not_checked
SP-00780,enklave-salido.docx,,780,Normal,Hal tersebut dapat dilihat dalam Laporan Pengujian Umum Nomor 15 yang telah disebutkan.,researcher_docx,not_checked
SP-00781,enklave-salido.docx,,781,Normal,Di bawahnya tertulis dan ditandatangani:,researcher_docx,not_checked
SP-00782,enklave-salido.docx,,782,Normal,Benjamin Olitsch,researcher_docx,not_checked
SP-00783,enklave-salido.docx,,783,Normal,Pada margin tertulis:,researcher_docx,not_checked
SP-00784,enklave-salido.docx,,784,Normal,"Tambang Emas Sillida di Pantai Barat Sumatra, 30 April 1682.",researcher_docx,not_checked
SP-00785,enklave-salido.docx,,785,Normal,Catatan penting,researcher_docx,not_checked
SP-00786,enklave-salido.docx,,786,Normal,"Untuk 1.319 pon bijih tambahan ini, fragmen hanya menyebut laporan pengujian umum Johan Hoffman. Tidak terdapat hasil tandingan Johan Willem Vogel dalam bagian yang diberikan.",researcher_docx,not_checked
SP-00787,enklave-salido.docx,,787,Normal,"Dengan demikian, protokol Benjamin Olitsch secara formal berakhir di sini, pada:",researcher_docx,not_checked
SP-00788,enklave-salido.docx,,788,Normal,30 April 1682,researcher_docx,not_checked
SP-00789,enklave-salido.docx,,789,Normal,Setelah itu dimulai dokumen baru berupa inventaris aset tambang.,researcher_docx,not_checked
SP-00791,enklave-salido.docx,,791,Normal,Inventaris Aset Tambang Emas Sillida,researcher_docx,not_checked
SP-00792,enklave-salido.docx,,792,Normal,"Opneminge en bevindinge van alle ’s E. Comp:s effecten in de Sillidase Goutmijne, &a., die uijt ordre van den E. Heer Commandeur Joan van Leene door ons, Hendrick Kemp, Guarnisoen-Boekhouder, en Jacob Ongenae, Boekhouder, als van Sijn E. hiertoe gecommitteerden, en die van den Berghopman, Heer Benjamin Olitsch, twee mede-gecommitteerdens, namentlijck Joan Pleijtnaer, Marckscheijder, en Johan Willem Vogel, Assaijeur, opgenomen en bevonden geworden als volgt.",researcher_docx,not_checked
SP-00794,enklave-salido.docx,,794,Normal,"Pemeriksaan dan pencatatan seluruh aset Kompeni Yang Terhormat di Tambang Emas Sillida, dan seterusnya, yang berdasarkan perintah Tuan Commandeur Yang Terhormat Joan van Leene telah diperiksa dan dicatat oleh kami:",researcher_docx,not_checked
SP-00795,enklave-salido.docx,,795,Normal,"Hendrick Kemp, pemegang buku garnisun;",researcher_docx,not_checked
SP-00796,enklave-salido.docx,,796,Normal,"Jacob Ongenae, pemegang buku;",researcher_docx,not_checked
SP-00797,enklave-salido.docx,,797,Normal,"yang ditunjuk oleh Tuan Commandeur untuk tugas tersebut, bersama dua orang komisaris yang ditunjuk oleh Tuan Berghopman Benjamin Olitsch, yaitu:",researcher_docx,not_checked
SP-00798,enklave-salido.docx,,798,Normal,"Joan Pleijtnaer, Marckscheijder;",researcher_docx,not_checked
SP-00799,enklave-salido.docx,,799,Normal,"Johan Willem Vogel, Assaijeur.",researcher_docx,not_checked
SP-00800,enklave-salido.docx,,800,Normal,Seluruh aset tersebut diperiksa dan ditemukan sebagaimana berikut.,researcher_docx,not_checked
SP-00801,enklave-salido.docx,,801,Normal,Peralatan milik Assaijeur yang berada di bagian atas tambang terdiri atas:,researcher_docx,not_checked
SP-00802,enklave-salido.docx,,802,Normal,"1 tungku pengujian dari besi, beserta instrumen atau perlengkapan apinya;",researcher_docx,not_checked
SP-00803,enklave-salido.docx,,803,Normal,1 sekop pendingin dari tembaga;,researcher_docx,not_checked
SP-00804,enklave-salido.docx,,804,Normal,"1 landasan kecil, beserta palu tangannya;",researcher_docx,not_checked
SP-00805,enklave-salido.docx,,805,Normal,1 ayakan dari pelat timah;,researcher_docx,not_checked
SP-00806,enklave-salido.docx,,806,Normal,12 berghmenten;,researcher_docx,not_checked
SP-00807,enklave-salido.docx,,807,Normal,"2 mortar besi, beserta penumbuknya;",researcher_docx,not_checked
SP-00808,enklave-salido.docx,,808,Normal,1 bak air raksa dari besi cor;,researcher_docx,not_checked
SP-00809,enklave-salido.docx,,809,Normal,1 tong kecil berisi moffels;,researcher_docx,not_checked
SP-00810,enklave-salido.docx,,810,Normal,1 tong kecil berisi pecahan atau wadah pengujian;,researcher_docx,not_checked
SP-00811,enklave-salido.docx,,811,Normal,"2 neraca pengujian halus, dalam keadaan tidak layak digunakan;",researcher_docx,not_checked
SP-00812,enklave-salido.docx,,812,Normal,"2 neraca penimbang, masing-masing berada di dalam kotaknya;",researcher_docx,not_checked
SP-00813,enklave-salido.docx,,813,Normal,2 pelat atau wadah pengujian;,researcher_docx,not_checked
SP-00814,enklave-salido.docx,,814,Normal,"3 gunting tangan, dua di antaranya tidak layak digunakan;",researcher_docx,not_checked
SP-00815,enklave-salido.docx,,815,Normal,1 tang pipih kecil;,researcher_docx,not_checked
SP-00816,enklave-salido.docx,,816,Normal,3 tang kecil untuk butiran atau koren;,researcher_docx,not_checked
SP-00817,enklave-salido.docx,,817,Normal,"2 perangkat anak timbangan dari tembaga, yaitu:",researcher_docx,not_checked
SP-00818,enklave-salido.docx,,818,Normal,"1 perangkat berbobot 4 lb, menurut ukuran Trooise;",researcher_docx,not_checked
SP-00819,enklave-salido.docx,,819,Normal,"1 perangkat berbobot ½ lb, menurut ukuran Ceulsch;",researcher_docx,not_checked
SP-00820,enklave-salido.docx,,820,Normal,9 jenis cetakan kapel dari tembaga;,researcher_docx,not_checked
SP-00821,enklave-salido.docx,,821,Normal,3 jenis cetakan cawan dari tembaga;,researcher_docx,not_checked
SP-00822,enklave-salido.docx,,822,Normal,13 jenis labu pemisahan;,researcher_docx,not_checked
SP-00823,enklave-salido.docx,,823,Normal,1 corong kaca;,researcher_docx,not_checked
SP-00824,enklave-salido.docx,,824,Normal,1 batang besi kecil;,researcher_docx,not_checked
SP-00825,enklave-salido.docx,,825,Normal,2 dudukan pengujian;,researcher_docx,not_checked
SP-00826,enklave-salido.docx,,826,Normal,1 alat pengembus tangan ganda;,researcher_docx,not_checked
SP-00827,enklave-salido.docx,,827,Normal,2 ayakan rambut dengan ukuran berbeda;,researcher_docx,not_checked
SP-00828,enklave-salido.docx,,828,Normal,"1 dovan dari kain halus, beserta penutup-penutupnya;",researcher_docx,not_checked
SP-00829,enklave-salido.docx,,829,Normal,1 rumah pengujian kecil dari kaca;,researcher_docx,not_checked
SP-00830,enklave-salido.docx,,830,Normal,2 anak timbangan assay dari perak;,researcher_docx,not_checked
SP-00831,enklave-salido.docx,,831,Normal,1 kaki tiga dari besi untuk proses pemisahan;,researcher_docx,not_checked
SP-00832,enklave-salido.docx,,832,Normal,1 neraca besi biasa dengan dua piringan cekung;,researcher_docx,not_checked
SP-00833,enklave-salido.docx,,833,Normal,2 baskom tembaga.,researcher_docx,not_checked
SP-00834,enklave-salido.docx,,834,Normal,Peralatan Assaijeur yang disimpan di Sillida terdiri atas:,researcher_docx,not_checked
SP-00835,enklave-salido.docx,,835,Normal,"3 batu maqueet, disimpan di dalam sebuah kotak;",researcher_docx,not_checked
SP-00836,enklave-salido.docx,,836,Normal,1 pelat atau wadah voorset;,researcher_docx,not_checked
SP-00837,enklave-salido.docx,,837,Normal,1 kompas penunjuk;,researcher_docx,not_checked
SP-00838,enklave-salido.docx,,838,Normal,"2 rumah pengujian kecil dari kaca, dalam keadaan tidak layak digunakan;",researcher_docx,not_checked
SP-00839,enklave-salido.docx,,839,Normal,6 besi berbentuk cincin;,researcher_docx,not_checked
SP-00840,enklave-salido.docx,,840,Normal,1 loodsevel;,researcher_docx,not_checked
SP-00841,enklave-salido.docx,,841,Normal,1 besi penusuk;,researcher_docx,not_checked
SP-00842,enklave-salido.docx,,842,Normal,1 kait gleth;,researcher_docx,not_checked
SP-00843,enklave-salido.docx,,843,Normal,1 keranjang berisi kain-kain pengujian;,researcher_docx,not_checked
SP-00844,enklave-salido.docx,,844,Normal,3 cetakan moffel;,researcher_docx,not_checked
SP-00845,enklave-salido.docx,,845,Normal,1 crominelheeft;,researcher_docx,not_checked
SP-00846,enklave-salido.docx,,846,Normal,1 garpu terak;,researcher_docx,not_checked
SP-00847,enklave-salido.docx,,847,Normal,sejumlah tembaga dalam bentuk potongan atau skrap;,researcher_docx,not_checked
SP-00848,enklave-salido.docx,,848,Normal,"sejumlah wijnsteen, atau tartar;",researcher_docx,not_checked
SP-00849,enklave-salido.docx,,849,Normal,sejumlah salpeter;,researcher_docx,not_checked
SP-00850,enklave-salido.docx,,850,Normal,"sejumlah coperrood, atau tembaga merah;",researcher_docx,not_checked
SP-00851,enklave-salido.docx,,851,Normal,"sejumlah Spaans groen, atau verdigris;",researcher_docx,not_checked
SP-00852,enklave-salido.docx,,852,Normal,"sejumlah quicksilver, atau air raksa;",researcher_docx,not_checked
SP-00853,enklave-salido.docx,,853,Normal,"sejumlah aluijn, atau tawas;",researcher_docx,not_checked
SP-00854,enklave-salido.docx,,854,Normal,"sejumlah arsenicum, atau arsenik;",researcher_docx,not_checked
SP-00855,enklave-salido.docx,,855,Normal,"sejumlah antimonium crudum, atau antimon mentah.",researcher_docx,not_checked
SP-00856,enklave-salido.docx,,856,Normal,"Satuan atau jumlah bahan kimia pada butir 13 sampai 21 tidak terbaca dalam hasil ekstraksi. Karena itu, saya tidak menambahkan berat atau kuantitasnya.",researcher_docx,not_checked
SP-00857,enklave-salido.docx,,857,Normal,Peralatan yang berada di Pulo Chinco di bawah tanggung jawab Assaijeur Willem Roelingh terdiri atas:,researcher_docx,not_checked
SP-00858,enklave-salido.docx,,858,Normal,"1 tungku pengujian dari besi, beserta perlengkapan apinya;",researcher_docx,not_checked
SP-00859,enklave-salido.docx,,859,Normal,1 rumah pengujian kecil dari kaca;,researcher_docx,not_checked
SP-00860,enklave-salido.docx,,860,Normal,"1 neraca assay halus, dengan dudukan kayu;",researcher_docx,not_checked
